site,species,scenario,occurence_years,overall_presence
11_105,Quercuspubescens,rcp85,0,0
11_105,Quercuspyrenaica,rcp26,0,0
11_105,Quercuspyrenaica,rcp45,0,0
11_105,Quercuspyrenaica,rcp85,0,0
11_105,Quercusrobur,rcp26,8,1
11_105,Quercusrobur,rcp45,8,1
11_105,Quercusrobur,rcp85,8,1
11_105,Quercussuber,rcp26,0,0
11_105,Quercussuber,rcp45,0,0
11_105,Quercussuber,rcp85,0,0
11_105,Salixalba,rcp26,0,0
11_105,Salixalba,rcp45,3,0
11_105,Salixalba,rcp85,4,0
11_105,Salixfragilis,rcp26,0,0
11_105,Salixfragilis,rcp45,0,0
11_105,Salixfragilis,rcp85,0,0
11_105,Sorbusaria,rcp26,0,0
11_105,Sorbusaria,rcp45,0,0
11_105,Sorbusaria,rcp85,0,0
11_105,Sorbusaucuparia,rcp26,1,0
11_105,Sorbusaucuparia,rcp45,1,0
11_105,Sorbusaucuparia,rcp85,1,0
11_105,Sorbustorminalis,rcp26,0,0
11_105,Sorbustorminalis,rcp45,1,0
11_105,Sorbustorminalis,rcp85,1,0
11_105,Taxusbaccata,rcp26,0,0
11_105,Taxusbaccata,rcp45,0,0
11_105,Taxusbaccata,rcp85,0,0
11_105,Tiliacordata,rcp26,1,0
11_105,Tiliacordata,rcp45,3,0
11_105,Tiliacordata,rcp85,2,0
11_105,Tiliaplatyphyllos,rcp26,7,0
11_105,Tiliaplatyphyllos,rcp45,7,0
11_105,Tiliaplatyphyllos,rcp85,7,0
11_105,Tiliatomentosa,rcp26,0,0
11_105,Tiliatomentosa,rcp45,0,0
11_105,Tiliatomentosa,rcp85,0,0
11_105,Ulmusglabra,rcp26,2,0
11_105,Ulmusglabra,rcp45,4,0
11_105,Ulmusglabra,rcp85,2,0
11_105,Ulmuslaevis,rcp26,3,0
11_105,Ulmuslaevis,rcp45,6,0
11_105,Ulmuslaevis,rcp85,5,0
11_105,Ulmusminor,rcp26,0,0
11_105,Ulmusminor,rcp45,5,0
11_105,Ulmusminor,rcp85,6,0
11_106,Abiesalba,rcp26,1,0
11_106,Abiesalba,rcp45,0,0
11_106,Abiesalba,rcp85,0,0
11_106,Acercampestre,rcp26,5,0
11_106,Acercampestre,rcp45,7,0
11_106,Acercampestre,rcp85,6,0
11_106,Acerplatanoides,rcp26,1,0
11_106,Acerplatanoides,rcp45,3,0
11_106,Acerplatanoides,rcp85,1,0
11_106,Acerpseudoplatanus,rcp26,8,1
11_106,Acerpseudoplatanus,rcp45,6,0
11_106,Acerpseudoplatanus,rcp85,3,0
11_106,Aesculushippocastanum,rcp26,8,1
11_106,Aesculushippocastanum,rcp45,8,1
11_106,Aesculushippocastanum,rcp85,8,1
11_106,Alnusglutinosa,rcp26,1,0
11_106,Alnusglutinosa,rcp45,0,0
11_106,Alnusglutinosa,rcp85,0,0
11_106,Alnusincana,rcp26,0,0
11_106,Alnusincana,rcp45,0,0
11_106,Alnusincana,rcp85,0,0
11_106,Betulapendula,rcp26,3,0
11_106,Betulapendula,rcp45,0,0
11_106,Betulapendula,rcp85,1,0
11_106,Betulapubescens,rcp26,0,0
11_106,Betulapubescens,rcp45,0,0
11_106,Betulapubescens,rcp85,0,0
11_106,Carpinusbetulus,rcp26,8,1
11_106,Carpinusbetulus,rcp45,8,1
11_106,Carpinusbetulus,rcp85,8,1
11_106,Castaneasativa,rcp26,0,0
11_106,Castaneasativa,rcp45,1,0
11_106,Castaneasativa,rcp85,3,0
11_106,Fagussylvatica,rcp26,8,1
11_106,Fagussylvatica,rcp45,4,0
11_106,Fagussylvatica,rcp85,3,0
11_106,Fraxinusexcelsior,rcp26,8,1
11_106,Fraxinusexcelsior,rcp45,8,1
11_106,Fraxinusexcelsior,rcp85,6,0
11_106,Fraxinusornus,rcp26,0,0
11_106,Fraxinusornus,rcp45,0,0
11_106,Fraxinusornus,rcp85,0,0
11_106,Juglansregia,rcp26,1,0
11_106,Juglansregia,rcp45,2,0
11_106,Juglansregia,rcp85,2,0
11_106,Larixdecidua,rcp26,2,0
11_106,Larixdecidua,rcp45,1,0
11_106,Larixdecidua,rcp85,0,0
11_106,Ostryacarpinifolia,rcp26,0,0
11_106,Ostryacarpinifolia,rcp45,0,0
11_106,Ostryacarpinifolia,rcp85,0,0
11_106,Piceaabies,rcp26,0,0
11_106,Piceaabies,rcp45,1,0
11_106,Piceaabies,rcp85,0,0
11_106,Pinussylvestris,rcp26,0,0
11_106,Pinussylvestris,rcp45,0,0
11_106,Pinussylvestris,rcp85,0,0
11_106,Populusalba,rcp26,8,1
11_106,Populusalba,rcp45,8,1
11_106,Populusalba,rcp85,7,0
11_106,Populuscanescens,rcp26,6,0
11_106,Populuscanescens,rcp45,6,0
11_106,Populuscanescens,rcp85,4,0
11_106,Populusnigra,rcp26,1,0
11_106,Populusnigra,rcp45,5,0
11_106,Populusnigra,rcp85,5,0
11_106,Populustremula,rcp26,7,0
11_106,Populustremula,rcp45,5,0
11_106,Populustremula,rcp85,5,0
11_106,Prunusavium,rcp26,8,1
11_106,Prunusavium,rcp45,8,1
11_106,Prunusavium,rcp85,7,0
11_106,Quercuscerris,rcp26,0,0
11_106,Quercuscerris,rcp45,0,0
11_106,Quercuscerris,rcp85,0,0
11_106,Quercuscoccifera,rcp26,0,0
11_106,Quercuscoccifera,rcp45,0,0
11_106,Quercuscoccifera,rcp85,0,0
11_106,Quercusfaginea,rcp26,0,0
11_106,Quercusfaginea,rcp45,0,0
11_106,Quercusfaginea,rcp85,0,0
11_106,Quercusfrainetto,rcp26,0,0
11_106,Quercusfrainetto,rcp45,0,0
11_106,Quercusfrainetto,rcp85,1,0
11_106,Quercusilex,rcp26,0,0
11_106,Quercusilex,rcp45,0,0
11_106,Quercusilex,rcp85,0,0
11_106,Quercuspetraea,rcp26,8,1
11_106,Quercuspetraea,rcp45,8,1
11_106,Quercuspetraea,rcp85,5,0
11_106,Quercuspubescens,rcp26,0,0
11_106,Quercuspubescens,rcp45,0,0
11_106,Quercuspubescens,rcp85,2,0
11_106,Quercuspyrenaica,rcp26,0,0
11_106,Quercuspyrenaica,rcp45,0,0
11_106,Quercuspyrenaica,rcp85,0,0
11_106,Quercusrobur,rcp26,8,1
11_106,Quercusrobur,rcp45,8,1
11_106,Quercusrobur,rcp85,8,1
11_106,Quercussuber,rcp26,0,0
11_106,Quercussuber,rcp45,0,0
11_106,Quercussuber,rcp85,0,0
11_106,Salixalba,rcp26,0,0
11_106,Salixalba,rcp45,4,0
11_106,Salixalba,rcp85,5,0
11_106,Salixfragilis,rcp26,0,0
11_106,Salixfragilis,rcp45,0,0
11_106,Salixfragilis,rcp85,1,0
11_106,Sorbusaria,rcp26,1,0
11_106,Sorbusaria,rcp45,0,0
11_106,Sorbusaria,rcp85,0,0
11_106,Sorbusaucuparia,rcp26,0,0
11_106,Sorbusaucuparia,rcp45,0,0
11_106,Sorbusaucuparia,rcp85,0,0
11_106,Sorbustorminalis,rcp26,3,0
11_106,Sorbustorminalis,rcp45,1,0
11_106,Sorbustorminalis,rcp85,1,0
11_106,Taxusbaccata,rcp26,0,0
11_106,Taxusbaccata,rcp45,0,0
11_106,Taxusbaccata,rcp85,0,0
11_106,Tiliacordata,rcp26,1,0
11_106,Tiliacordata,rcp45,3,0
11_106,Tiliacordata,rcp85,3,0
11_106,Tiliaplatyphyllos,rcp26,7,0
11_106,Tiliaplatyphyllos,rcp45,8,1
11_106,Tiliaplatyphyllos,rcp85,6,0
11_106,Tiliatomentosa,rcp26,0,0
11_106,Tiliatomentosa,rcp45,0,0
11_106,Tiliatomentosa,rcp85,0,0
11_106,Ulmusglabra,rcp26,3,0
11_106,Ulmusglabra,rcp45,2,0
11_106,Ulmusglabra,rcp85,1,0
11_106,Ulmuslaevis,rcp26,4,0
11_106,Ulmuslaevis,rcp45,6,0
11_106,Ulmuslaevis,rcp85,4,0
11_106,Ulmusminor,rcp26,6,0
11_106,Ulmusminor,rcp45,6,0
11_106,Ulmusminor,rcp85,7,0
11_107,Abiesalba,rcp26,2,0
11_107,Abiesalba,rcp45,1,0
11_107,Abiesalba,rcp85,0,0
11_107,Acercampestre,rcp26,3,0
11_107,Acercampestre,rcp45,6,0
11_107,Acercampestre,rcp85,5,0
11_107,Acerplatanoides,rcp26,1,0
11_107,Acerplatanoides,rcp45,2,0
11_107,Acerplatanoides,rcp85,2,0
11_107,Acerpseudoplatanus,rcp26,8,1
11_107,Acerpseudoplatanus,rcp45,7,0
11_107,Acerpseudoplatanus,rcp85,3,0
11_107,Aesculushippocastanum,rcp26,8,1
11_107,Aesculushippocastanum,rcp45,8,1
11_107,Aesculushippocastanum,rcp85,8,1
11_107,Alnusglutinosa,rcp26,0,0
11_107,Alnusglutinosa,rcp45,0,0
11_107,Alnusglutinosa,rcp85,0,0
11_107,Alnusincana,rcp26,0,0
11_107,Alnusincana,rcp45,0,0
11_107,Alnusincana,rcp85,0,0
11_107,Betulapendula,rcp26,1,0
11_107,Betulapendula,rcp45,2,0
11_107,Betulapendula,rcp85,0,0
11_107,Betulapubescens,rcp26,0,0
11_107,Betulapubescens,rcp45,0,0
11_107,Betulapubescens,rcp85,0,0
11_107,Carpinusbetulus,rcp26,8,1
11_107,Carpinusbetulus,rcp45,8,1
11_107,Carpinusbetulus,rcp85,8,1
11_107,Castaneasativa,rcp26,0,0
11_107,Castaneasativa,rcp45,1,0
11_107,Castaneasativa,rcp85,3,0
11_107,Fagussylvatica,rcp26,7,0
11_107,Fagussylvatica,rcp45,4,0
11_107,Fagussylvatica,rcp85,3,0
11_107,Fraxinusexcelsior,rcp26,8,1
11_107,Fraxinusexcelsior,rcp45,8,1
11_107,Fraxinusexcelsior,rcp85,8,1
11_107,Fraxinusornus,rcp26,0,0
11_107,Fraxinusornus,rcp45,0,0
11_107,Fraxinusornus,rcp85,0,0
11_107,Juglansregia,rcp26,0,0
11_107,Juglansregia,rcp45,2,0
11_107,Juglansregia,rcp85,1,0
11_107,Larixdecidua,rcp26,1,0
11_107,Larixdecidua,rcp45,2,0
11_107,Larixdecidua,rcp85,2,0
11_107,Ostryacarpinifolia,rcp26,0,0
11_107,Ostryacarpinifolia,rcp45,0,0
11_107,Ostryacarpinifolia,rcp85,0,0
11_107,Piceaabies,rcp26,0,0
11_107,Piceaabies,rcp45,1,0
11_107,Piceaabies,rcp85,1,0
11_107,Pinussylvestris,rcp26,0,0
11_107,Pinussylvestris,rcp45,1,0
11_107,Pinussylvestris,rcp85,0,0
11_107,Populusalba,rcp26,6,0
11_107,Populusalba,rcp45,7,0
11_107,Populusalba,rcp85,7,0
11_107,Populuscanescens,rcp26,5,0
11_107,Populuscanescens,rcp45,5,0
11_107,Populuscanescens,rcp85,5,0
11_107,Populusnigra,rcp26,1,0
11_107,Populusnigra,rcp45,3,0
11_107,Populusnigra,rcp85,5,0
11_107,Populustremula,rcp26,5,0
11_107,Populustremula,rcp45,5,0
11_107,Populustremula,rcp85,5,0
11_107,Prunusavium,rcp26,8,1
11_107,Prunusavium,rcp45,8,1
11_107,Prunusavium,rcp85,7,0
11_107,Quercuscerris,rcp26,0,0
11_107,Quercuscerris,rcp45,0,0
11_107,Quercuscerris,rcp85,0,0
11_107,Quercuscoccifera,rcp26,0,0
11_107,Quercuscoccifera,rcp45,0,0
11_107,Quercuscoccifera,rcp85,0,0
11_107,Quercusfaginea,rcp26,0,0
11_107,Quercusfaginea,rcp45,0,0
11_107,Quercusfaginea,rcp85,0,0
11_107,Quercusfrainetto,rcp26,0,0
11_107,Quercusfrainetto,rcp45,0,0
11_107,Quercusfrainetto,rcp85,0,0
11_107,Quercusilex,rcp26,0,0
11_107,Quercusilex,rcp45,0,0
11_107,Quercusilex,rcp85,0,0
11_107,Quercuspetraea,rcp26,8,1
11_107,Quercuspetraea,rcp45,8,1
11_107,Quercuspetraea,rcp85,7,0
11_107,Quercuspubescens,rcp26,0,0
11_107,Quercuspubescens,rcp45,0,0
11_107,Quercuspubescens,rcp85,1,0
11_107,Quercuspyrenaica,rcp26,0,0
11_107,Quercuspyrenaica,rcp45,0,0
11_107,Quercuspyrenaica,rcp85,0,0
11_107,Quercusrobur,rcp26,8,1
11_107,Quercusrobur,rcp45,8,1
11_107,Quercusrobur,rcp85,8,1
11_107,Quercussuber,rcp26,0,0
11_107,Quercussuber,rcp45,0,0
11_107,Quercussuber,rcp85,0,0
11_107,Salixalba,rcp26,0,0
11_107,Salixalba,rcp45,3,0
11_107,Salixalba,rcp85,5,0
11_107,Salixfragilis,rcp26,0,0
11_107,Salixfragilis,rcp45,0,0
11_107,Salixfragilis,rcp85,1,0
11_107,Sorbusaria,rcp26,0,0
11_107,Sorbusaria,rcp45,0,0
11_107,Sorbusaria,rcp85,0,0
11_107,Sorbusaucuparia,rcp26,0,0
11_107,Sorbusaucuparia,rcp45,0,0
11_107,Sorbusaucuparia,rcp85,0,0
11_107,Sorbustorminalis,rcp26,1,0
11_107,Sorbustorminalis,rcp45,1,0
11_107,Sorbustorminalis,rcp85,1,0
11_107,Taxusbaccata,rcp26,0,0
11_107,Taxusbaccata,rcp45,0,0
11_107,Taxusbaccata,rcp85,0,0
11_107,Tiliacordata,rcp26,2,0
11_107,Tiliacordata,rcp45,3,0
11_107,Tiliacordata,rcp85,2,0
11_107,Tiliaplatyphyllos,rcp26,7,0
11_107,Tiliaplatyphyllos,rcp45,8,1
11_107,Tiliaplatyphyllos,rcp85,7,0
11_107,Tiliatomentosa,rcp26,0,0
11_107,Tiliatomentosa,rcp45,0,0
11_107,Tiliatomentosa,rcp85,0,0
11_107,Ulmusglabra,rcp26,3,0
11_107,Ulmusglabra,rcp45,3,0
11_107,Ulmusglabra,rcp85,2,0
11_107,Ulmuslaevis,rcp26,6,0
11_107,Ulmuslaevis,rcp45,6,0
11_107,Ulmuslaevis,rcp85,3,0
11_107,Ulmusminor,rcp26,1,0
11_107,Ulmusminor,rcp45,5,0
11_107,Ulmusminor,rcp85,6,0
11_108,Abiesalba,rcp26,1,0
11_108,Abiesalba,rcp45,0,0
11_108,Abiesalba,rcp85,0,0
11_108,Acercampestre,rcp26,6,0
11_108,Acercampestre,rcp45,7,0
11_108,Acercampestre,rcp85,5,0
11_108,Acerplatanoides,rcp26,1,0
11_108,Acerplatanoides,rcp45,2,0
11_108,Acerplatanoides,rcp85,1,0
11_108,Acerpseudoplatanus,rcp26,8,1
11_108,Acerpseudoplatanus,rcp45,7,0
11_108,Acerpseudoplatanus,rcp85,3,0
11_108,Aesculushippocastanum,rcp26,8,1
11_108,Aesculushippocastanum,rcp45,8,1
11_108,Aesculushippocastanum,rcp85,8,1
11_108,Alnusglutinosa,rcp26,1,0
11_108,Alnusglutinosa,rcp45,0,0
11_108,Alnusglutinosa,rcp85,0,0
11_108,Alnusincana,rcp26,0,0
11_108,Alnusincana,rcp45,0,0
11_108,Alnusincana,rcp85,0,0
11_108,Betulapendula,rcp26,1,0
11_108,Betulapendula,rcp45,0,0
11_108,Betulapendula,rcp85,0,0
11_108,Betulapubescens,rcp26,0,0
11_108,Betulapubescens,rcp45,0,0
11_108,Betulapubescens,rcp85,0,0
11_108,Carpinusbetulus,rcp26,8,1
11_108,Carpinusbetulus,rcp45,8,1
11_108,Carpinusbetulus,rcp85,8,1
11_108,Castaneasativa,rcp26,0,0
11_108,Castaneasativa,rcp45,0,0
11_108,Castaneasativa,rcp85,3,0
11_108,Fagussylvatica,rcp26,8,1
11_108,Fagussylvatica,rcp45,4,0
11_108,Fagussylvatica,rcp85,3,0
11_108,Fraxinusexcelsior,rcp26,8,1
11_108,Fraxinusexcelsior,rcp45,8,1
11_108,Fraxinusexcelsior,rcp85,8,1
11_108,Fraxinusornus,rcp26,0,0
11_108,Fraxinusornus,rcp45,0,0
11_108,Fraxinusornus,rcp85,0,0
11_108,Juglansregia,rcp26,1,0
11_108,Juglansregia,rcp45,2,0
11_108,Juglansregia,rcp85,1,0
11_108,Larixdecidua,rcp26,1,0
11_108,Larixdecidua,rcp45,2,0
11_108,Larixdecidua,rcp85,1,0
11_108,Ostryacarpinifolia,rcp26,0,0
11_108,Ostryacarpinifolia,rcp45,0,0
11_108,Ostryacarpinifolia,rcp85,0,0
11_108,Piceaabies,rcp26,0,0
11_108,Piceaabies,rcp45,1,0
11_108,Piceaabies,rcp85,1,0
11_108,Pinussylvestris,rcp26,0,0
11_108,Pinussylvestris,rcp45,0,0
11_108,Pinussylvestris,rcp85,0,0
11_108,Populusalba,rcp26,6,0
11_108,Populusalba,rcp45,7,0
11_108,Populusalba,rcp85,7,0
11_108,Populuscanescens,rcp26,5,0
11_108,Populuscanescens,rcp45,6,0
11_108,Populuscanescens,rcp85,5,0
11_108,Populusnigra,rcp26,1,0
11_108,Populusnigra,rcp45,2,0
11_108,Populusnigra,rcp85,5,0
11_108,Populustremula,rcp26,5,0
11_108,Populustremula,rcp45,6,0
11_108,Populustremula,rcp85,5,0
11_108,Prunusavium,rcp26,8,1
11_108,Prunusavium,rcp45,8,1
11_108,Prunusavium,rcp85,7,0
11_108,Quercuscerris,rcp26,0,0
11_108,Quercuscerris,rcp45,0,0
11_108,Quercuscerris,rcp85,0,0
11_108,Quercuscoccifera,rcp26,0,0
11_108,Quercuscoccifera,rcp45,0,0
11_108,Quercuscoccifera,rcp85,0,0
11_108,Quercusfaginea,rcp26,0,0
11_108,Quercusfaginea,rcp45,0,0
11_108,Quercusfaginea,rcp85,0,0
11_108,Quercusfrainetto,rcp26,0,0
11_108,Quercusfrainetto,rcp45,0,0
11_108,Quercusfrainetto,rcp85,1,0
11_108,Quercusilex,rcp26,0,0
11_108,Quercusilex,rcp45,0,0
11_108,Quercusilex,rcp85,0,0
11_108,Quercuspetraea,rcp26,8,1
11_108,Quercuspetraea,rcp45,8,1
11_108,Quercuspetraea,rcp85,6,0
11_108,Quercuspubescens,rcp26,0,0
11_108,Quercuspubescens,rcp45,0,0
11_108,Quercuspubescens,rcp85,1,0
11_108,Quercuspyrenaica,rcp26,0,0
11_108,Quercuspyrenaica,rcp45,0,0
11_108,Quercuspyrenaica,rcp85,0,0
11_108,Quercusrobur,rcp26,8,1
11_108,Quercusrobur,rcp45,8,1
11_108,Quercusrobur,rcp85,8,1
11_108,Quercussuber,rcp26,0,0
11_108,Quercussuber,rcp45,0,0
11_108,Quercussuber,rcp85,0,0
11_108,Salixalba,rcp26,0,0
11_108,Salixalba,rcp45,3,0
11_108,Salixalba,rcp85,4,0
11_108,Salixfragilis,rcp26,0,0
11_108,Salixfragilis,rcp45,0,0
11_108,Salixfragilis,rcp85,0,0
11_108,Sorbusaria,rcp26,0,0
11_108,Sorbusaria,rcp45,0,0
11_108,Sorbusaria,rcp85,0,0
11_108,Sorbusaucuparia,rcp26,0,0
11_108,Sorbusaucuparia,rcp45,0,0
11_108,Sorbusaucuparia,rcp85,0,0
11_108,Sorbustorminalis,rcp26,2,0
11_108,Sorbustorminalis,rcp45,2,0
11_108,Sorbustorminalis,rcp85,1,0
11_108,Taxusbaccata,rcp26,0,0
11_108,Taxusbaccata,rcp45,0,0
11_108,Taxusbaccata,rcp85,0,0
11_108,Tiliacordata,rcp26,2,0
11_108,Tiliacordata,rcp45,3,0
11_108,Tiliacordata,rcp85,2,0
11_108,Tiliaplatyphyllos,rcp26,7,0
11_108,Tiliaplatyphyllos,rcp45,8,1
11_108,Tiliaplatyphyllos,rcp85,7,0
11_108,Tiliatomentosa,rcp26,0,0
11_108,Tiliatomentosa,rcp45,0,0
11_108,Tiliatomentosa,rcp85,0,0
11_108,Ulmusglabra,rcp26,2,0
11_108,Ulmusglabra,rcp45,3,0
11_108,Ulmusglabra,rcp85,2,0
11_108,Ulmuslaevis,rcp26,3,0
11_108,Ulmuslaevis,rcp45,6,0
11_108,Ulmuslaevis,rcp85,3,0
11_108,Ulmusminor,rcp26,3,0
11_108,Ulmusminor,rcp45,6,0
11_108,Ulmusminor,rcp85,6,0
11_109,Abiesalba,rcp26,4,0
11_109,Abiesalba,rcp45,4,0
11_109,Abiesalba,rcp85,2,0
11_109,Acercampestre,rcp26,0,0
11_109,Acercampestre,rcp45,4,0
11_109,Acercampestre,rcp85,5,0
11_109,Acerplatanoides,rcp26,0,0
11_109,Acerplatanoides,rcp45,0,0
11_109,Acerplatanoides,rcp85,1,0
11_109,Acerpseudoplatanus,rcp26,8,1
11_109,Acerpseudoplatanus,rcp45,7,0
11_109,Acerpseudoplatanus,rcp85,5,0
11_109,Aesculushippocastanum,rcp26,8,1
11_109,Aesculushippocastanum,rcp45,8,1
11_109,Aesculushippocastanum,rcp85,8,1
11_109,Alnusglutinosa,rcp26,0,0
11_109,Alnusglutinosa,rcp45,0,0
11_109,Alnusglutinosa,rcp85,2,0
11_109,Alnusincana,rcp26,0,0
11_109,Alnusincana,rcp45,0,0
11_109,Alnusincana,rcp85,0,0
11_109,Betulapendula,rcp26,5,0
11_109,Betulapendula,rcp45,3,0
11_109,Betulapendula,rcp85,3,0
11_109,Betulapubescens,rcp26,0,0
11_109,Betulapubescens,rcp45,0,0
11_109,Betulapubescens,rcp85,0,0
11_109,Carpinusbetulus,rcp26,8,1
11_109,Carpinusbetulus,rcp45,8,1
11_109,Carpinusbetulus,rcp85,8,1
11_109,Castaneasativa,rcp26,0,0
11_109,Castaneasativa,rcp45,1,0
11_109,Castaneasativa,rcp85,2,0
11_109,Fagussylvatica,rcp26,8,1
11_109,Fagussylvatica,rcp45,8,1
11_109,Fagussylvatica,rcp85,4,0
11_109,Fraxinusexcelsior,rcp26,8,1
11_109,Fraxinusexcelsior,rcp45,8,1
11_109,Fraxinusexcelsior,rcp85,7,0
11_109,Fraxinusornus,rcp26,0,0
11_109,Fraxinusornus,rcp45,0,0
11_109,Fraxinusornus,rcp85,0,0
11_109,Juglansregia,rcp26,0,0
11_109,Juglansregia,rcp45,0,0
11_109,Juglansregia,rcp85,0,0
11_109,Larixdecidua,rcp26,4,0
11_109,Larixdecidua,rcp45,2,0
11_109,Larixdecidua,rcp85,2,0
11_109,Ostryacarpinifolia,rcp26,0,0
11_109,Ostryacarpinifolia,rcp45,0,0
11_109,Ostryacarpinifolia,rcp85,0,0
11_109,Piceaabies,rcp26,7,0
11_109,Piceaabies,rcp45,3,0
11_109,Piceaabies,rcp85,2,0
11_109,Pinussylvestris,rcp26,0,0
11_109,Pinussylvestris,rcp45,0,0
11_109,Pinussylvestris,rcp85,0,0
11_109,Populusalba,rcp26,8,1
11_109,Populusalba,rcp45,6,0
11_109,Populusalba,rcp85,8,1
11_109,Populuscanescens,rcp26,0,0
11_109,Populuscanescens,rcp45,2,0
11_109,Populuscanescens,rcp85,2,0
11_109,Populusnigra,rcp26,0,0
11_109,Populusnigra,rcp45,2,0
11_109,Populusnigra,rcp85,2,0
11_109,Populustremula,rcp26,1,0
11_109,Populustremula,rcp45,2,0
11_109,Populustremula,rcp85,4,0
11_109,Prunusavium,rcp26,8,1
11_109,Prunusavium,rcp45,8,1
11_109,Prunusavium,rcp85,8,1
11_109,Quercuscerris,rcp26,0,0
11_109,Quercuscerris,rcp45,0,0
11_109,Quercuscerris,rcp85,0,0
11_109,Quercuscoccifera,rcp26,0,0
11_109,Quercuscoccifera,rcp45,0,0
11_109,Quercuscoccifera,rcp85,0,0
11_109,Quercusfaginea,rcp26,0,0
11_109,Quercusfaginea,rcp45,0,0
11_109,Quercusfaginea,rcp85,0,0
11_109,Quercusfrainetto,rcp26,0,0
11_109,Quercusfrainetto,rcp45,0,0
11_109,Quercusfrainetto,rcp85,0,0
11_109,Quercusilex,rcp26,0,0
11_109,Quercusilex,rcp45,0,0
11_109,Quercusilex,rcp85,0,0
11_109,Quercuspetraea,rcp26,8,1
11_109,Quercuspetraea,rcp45,8,1
11_109,Quercuspetraea,rcp85,8,1
11_109,Quercuspubescens,rcp26,0,0
11_109,Quercuspubescens,rcp45,0,0
11_109,Quercuspubescens,rcp85,0,0
11_109,Quercuspyrenaica,rcp26,0,0
11_109,Quercuspyrenaica,rcp45,0,0
11_109,Quercuspyrenaica,rcp85,0,0
11_109,Quercusrobur,rcp26,8,1
11_109,Quercusrobur,rcp45,8,1
11_109,Quercusrobur,rcp85,8,1
11_109,Quercussuber,rcp26,0,0
11_109,Quercussuber,rcp45,0,0
11_109,Quercussuber,rcp85,0,0
11_109,Salixalba,rcp26,0,0
11_109,Salixalba,rcp45,0,0
11_109,Salixalba,rcp85,4,0
11_109,Salixfragilis,rcp26,0,0
11_109,Salixfragilis,rcp45,0,0
11_109,Salixfragilis,rcp85,0,0
11_109,Sorbusaria,rcp26,0,0
11_109,Sorbusaria,rcp45,0,0
11_109,Sorbusaria,rcp85,0,0
11_109,Sorbusaucuparia,rcp26,2,0
11_109,Sorbusaucuparia,rcp45,1,0
11_109,Sorbusaucuparia,rcp85,0,0
11_109,Sorbustorminalis,rcp26,0,0
11_109,Sorbustorminalis,rcp45,1,0
11_109,Sorbustorminalis,rcp85,0,0
11_109,Taxusbaccata,rcp26,0,0
11_109,Taxusbaccata,rcp45,0,0
11_109,Taxusbaccata,rcp85,0,0
11_109,Tiliacordata,rcp26,0,0
11_109,Tiliacordata,rcp45,2,0
11_109,Tiliacordata,rcp85,2,0
11_109,Tiliaplatyphyllos,rcp26,6,0
11_109,Tiliaplatyphyllos,rcp45,7,0
11_109,Tiliaplatyphyllos,rcp85,7,0
11_109,Tiliatomentosa,rcp26,0,0
11_109,Tiliatomentosa,rcp45,0,0
11_109,Tiliatomentosa,rcp85,0,0
11_109,Ulmusglabra,rcp26,3,0
11_109,Ulmusglabra,rcp45,4,0
11_109,Ulmusglabra,rcp85,2,0
11_109,Ulmuslaevis,rcp26,1,0
11_109,Ulmuslaevis,rcp45,3,0
11_109,Ulmuslaevis,rcp85,4,0
11_109,Ulmusminor,rcp26,0,0
11_109,Ulmusminor,rcp45,4,0
11_109,Ulmusminor,rcp85,5,0
11_110,Abiesalba,rcp26,5,0
11_110,Abiesalba,rcp45,4,0
11_110,Abiesalba,rcp85,2,0
11_110,Acercampestre,rcp26,0,0
11_110,Acercampestre,rcp45,3,0
11_110,Acercampestre,rcp85,5,0
11_110,Acerplatanoides,rcp26,0,0
11_110,Acerplatanoides,rcp45,1,0
11_110,Acerplatanoides,rcp85,0,0
11_110,Acerpseudoplatanus,rcp26,8,1
11_110,Acerpseudoplatanus,rcp45,7,0
11_110,Acerpseudoplatanus,rcp85,5,0
11_110,Aesculushippocastanum,rcp26,8,1
11_110,Aesculushippocastanum,rcp45,8,1
11_110,Aesculushippocastanum,rcp85,8,1
11_110,Alnusglutinosa,rcp26,0,0
11_110,Alnusglutinosa,rcp45,0,0
11_110,Alnusglutinosa,rcp85,0,0
11_110,Alnusincana,rcp26,0,0
11_110,Alnusincana,rcp45,0,0
11_110,Alnusincana,rcp85,0,0
11_110,Betulapendula,rcp26,7,0
11_110,Betulapendula,rcp45,1,0
11_110,Betulapendula,rcp85,2,0
11_110,Betulapubescens,rcp26,0,0
11_110,Betulapubescens,rcp45,0,0
11_110,Betulapubescens,rcp85,0,0
11_110,Carpinusbetulus,rcp26,8,1
11_110,Carpinusbetulus,rcp45,8,1
11_110,Carpinusbetulus,rcp85,8,1
11_110,Castaneasativa,rcp26,0,0
11_110,Castaneasativa,rcp45,1,0
11_110,Castaneasativa,rcp85,2,0
11_110,Fagussylvatica,rcp26,8,1
11_110,Fagussylvatica,rcp45,8,1
11_110,Fagussylvatica,rcp85,5,0
11_110,Fraxinusexcelsior,rcp26,8,1
11_110,Fraxinusexcelsior,rcp45,7,0
11_110,Fraxinusexcelsior,rcp85,7,0
11_110,Fraxinusornus,rcp26,0,0
11_110,Fraxinusornus,rcp45,0,0
11_110,Fraxinusornus,rcp85,0,0
11_110,Juglansregia,rcp26,0,0
11_110,Juglansregia,rcp45,1,0
