plot,country_unique,country_pooled,region,x,y,stem_regeneration,adv_delayed,sum_stems_juvenile,sum_stems_sapling,sum_stems_mature,stem_density,n_vertical,richness,disturbance_severity,distance_edge,tmp,prcp,tmp_z,prcp_z,spei1,spei3,spei12,drought_tmp,drought_prcp,drought_spei1,drought_spei3,drought_spei12,elevation,slope,aspect,sand_extract,clay_extract,depth_extract,av.nitro,cv_t2m,cv_tp
11_113,DE,DE,11,635911.881438675,5733015.40574381,0,Delayed,0,0,0,0,0,0,0.999986171722412,120,9.53155175346232,636.67210294794,1.87535433894463,-1.11521441585327,-0.937090259905654,-1.10907507381128,-1.45170628025073,9.60328233770185,710.863259119038,-1.00595398913992,-1.15160671516523,-1.64463396230583,427.353393554688,7.33068397061401,356.851472507484,42,20,130,57.4477806091309,0.023201703520232,0.423732428000255
11_114,DE,DE,11,628272.819711733,5734430.15951432,0,Delayed,0,0,0,0,0,0,0.999725043773651,60,9.16905002549463,658.236362977248,1.90563345456918,-1.19597242640663,-0.967448954351263,-1.11332048908657,-1.46452005424474,9.23280364731547,733.886649299971,-1.04988374845248,-1.11715061177823,-1.60834118734092,519.723876953125,1.61831617542675,340.518082771256,42,20,130,60.2674369812012,0.0230964313798877,0.439167579465878
11_115,DE,DE,11,628039.998878591,5733927.11974527,1500,Intermediate,0,1500,0,1500,1,2,0.999999642372131,42,9.16905002549463,658.236362977248,1.90563345456918,-1.19597242640663,-0.967448945996549,-1.1133219483108,-1.46449995230508,9.23280364731547,733.886649299971,-1.04988379225408,-1.11714971110542,-1.60833888739929,495.204406738281,4.04450585251683,185.405313158453,42,20,130,60.2674369812012,0.0230964313798877,0.439167579465878
11_116,DE,DE,11,627481.154056386,5733839.87126752,2500,Intermediate,0,2500,0,2500,1,2,0.750074088573456,67,8.87508188904614,678.088951097918,1.9438976607798,-1.28064247652184,-0.990326754968371,-1.11940403510306,-1.47417267988242,8.89957147405911,755.408819036443,-1.06195676135099,-1.09651297607408,-1.58740061550855,511.519287109375,5.47340519204093,126.616906705983,41.7956504821777,20.1043796539307,130,59.2337074279785,0.023007797949271,0.456959722206818
11_117,DE,DE,11,638184.081360316,5723346.98796561,0,Delayed,0,0,0,0,0,0,0.967916071414948,60,9.42130206275754,632.449043566794,1.9234678313368,-1.09268082023257,-0.964324971114686,-1.11861912872257,-1.46982032018519,9.49266018182576,705.531822026562,-1.03619862244656,-1.12963558440692,-1.61430764748212,410.949951171875,8.43533354030071,265.092015264546,42,20,130,58.4532012939453,0.0233357112383952,0.42873370039391
11_118,DE,DE,11,638662.827340879,5723413.33290531,11000,Advanced,7500,3500,0,11000,2,4,0.999982714653015,60,9.42130206275754,632.449043566794,1.9234678313368,-1.09268082023257,-0.964324972084584,-1.11861900877866,-1.46981998919205,9.49266018182576,705.531822026562,-1.03619861802433,-1.12963560504254,-1.61430795768114,439.687255859375,1.70375536380118,202.090969280705,42,20,130,57.2617416381836,0.0233357112383952,0.42873370039391
11_119,DE,DE,11,621996.82540106,5741503.36025295,2000,Intermediate,0,2000,0,2000,1,1,0.84132319688797,67,9.22203319611205,688.10644079273,1.92264311053775,-1.37153650660877,-0.985062338171407,-1.13264944541039,-1.47982813004185,9.24099788108407,766.745137906762,-1.08423739235291,-1.0687959087149,-1.59177359167932,454.215423583984,8.44878510540257,87.2532936968105,43.8483810424805,20,102.023811340332,57.4763870239258,0.0229677510556959,0.449119923835979
11_120,DE,DE,11,621700.205006592,5741219.26418058,3500,Intermediate,0,3500,0,3500,1,2,0.98474383354187,108,9.22203319611205,688.10644079273,1.92264311053775,-1.37153650660877,-0.985062325281561,-1.132652831678,-1.47981723985468,9.24099788108407,766.745137906762,-1.08423741572881,-1.06879588543125,-1.59178729379959,481.090576171875,8.04729695622274,303.092404857494,43.8483810424805,20,102.023811340332,57.4763870239258,0.0229677510556959,0.449119923835979
11_121,DE,DE,11,621102.439362947,5741071.1205435,1000,Intermediate,0,1000,0,1000,1,1,0.931433737277985,30,9.22203319611205,688.10644079273,1.92264311053775,-1.37153650660877,-0.985062319096278,-1.13265446835404,-1.47981197134446,9.24099788108407,766.745137906762,-1.08423742693865,-1.06879587419521,-1.59179386463221,501.423004150391,6.80117382265122,154.263873640873,43.8297805786133,20.3003234863281,98.530143737793,61.3816871643066,0.0229677510556959,0.449119923835979
11_122,DE,DE,11,617134.161752774,5744635.91234779,2000,Intermediate,0,2000,0,2000,1,2,0.73222678899765,30,8.80058885478614,710.60370231322,1.94629286498046,-1.46931426670924,-0.995909707401388,-1.12308255268746,-1.46256330791901,8.80850373967626,791.550350484391,-1.06761727505689,-1.09134499698708,-1.59998924079467,386.013000488281,8.69749270367293,319.048692249294,50.2890548706055,19.4385833740234,38.93994140625,56.9296073913574,0.0228119662428557,0.465841610571372
11_123,DE,DE,11,616397.573790056,5744385.84276688,500,Intermediate,0,500,0,500,1,1,0.991259276866913,42,8.80058885478614,710.60370231322,1.94629286498046,-1.46931426670924,-0.995909671052375,-1.1230855332065,-1.46255350808841,8.80850373967626,791.550350484391,-1.06761729782085,-1.09134470915285,-1.6000004296014,469.456237792969,16.8194986918382,135.114656602602,50.2890548706055,19.4385833740234,38.93994140625,56.9296073913574,0.0228119662428557,0.465841610571372
